titulo,preco,preco_antigo,avaliacao,loja,frete,desconto_pct,link,tem_desconto,frete_gratis,faixa_preco,score
Celular Smartphone Realme C73 256gb 8gb Ram Dual Sim 120hz 6000mAh Violeta,1149,1999.0,4.8,Webfones,Chegará grátis amanhã,43,https://www.mercadolivre.com.br/celular-smartphone-realme-c73-256gb-8gb-ram-dual-sim-120hz-6000mah-violeta/p/MLB62258511#polycard_client=search-desktop&search_layout=grid&position=21&type=product&tracking_id=62c2dc02-3473-4d6b-b693-c1bbc5bc88ae&wid=MLB4334411855&sid=search,1,1,1k-2k,25.3
"Celular Samsung Galaxy A26 5g 256gb, 8gb Ram, Câmera De 50mp, Ip67, Tela Super Amoled 6.7 , Nfc - Preto",1405,2167.0,4.8,123 Comprou,Chegará grátis amanhã,35,https://www.mercadolivre.com.br/celular-samsung-galaxy-a26-5g-256gb-8gb-ram-cmera-de-50mp-ip67-tela-super-amoled-67-nfc-preto/p/MLB47424244#polycard_client=search-desktop&search_layout=grid&position=22&type=product&tracking_id=62c2dc02-3473-4d6b-b693-c1bbc5bc88ae&wid=MLB5474927460&sid=search,1,1,1k-2k,22.9
"Celular Samsung Galaxy A17 Com Ia, 128gb, 4gb Ram, Câm De 50mp, Tela De 6.7 , Nfc, Ip54 - Preto",899,1499.0,4.9,Samsung,Chegará grátis amanhã,40,https://www.mercadolivre.com.br/celular-samsung-galaxy-a17-com-ia-128gb-4gb-ram-cm-de-50mp-tela-de-67-nfc-ip54-preto/p/MLB54987753#polycard_client=search-desktop&search_layout=grid&position=23&type=product&tracking_id=62c2dc02-3473-4d6b-b693-c1bbc5bc88ae&wid=MLB4217306791&sid=search,1,1,500-1k,24.45
"Celular Samsung Galaxy S25 Fe 5g, 128gb, 8gb Ram, Câmera Tripla De 50+12+8, Tela Grande De 6.7 Jetblack",2868,4499.0,4.9,Samsung,Chegará grátis amanhã,36,https://www.mercadolivre.com.br/celular-samsung-galaxy-s25-fe-5g-128gb-8gb-ram-cmera-tripla-de-50128-tela-grande-de-67-jetblack/p/MLB61692896#polycard_client=search-desktop&search_layout=grid&position=24&type=product&tracking_id=62c2dc02-3473-4d6b-b693-c1bbc5bc88ae&wid=MLB6087231690&sid=search,1,1,2k-5k,23.25
"Smartphone Motorola Moto G17 4g - 256gb 12gb (4gb Ram + 8gb Ram Boost) Camera 50mp Sony Lytia 600, Tela Fhd+ 60hz, Bateria 5200 Mah - Rosa",1078,1749.0,4.9,Motorola,Chegará grátis amanhã,38,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=61LFYZmyQCJpsetYC47vXFQFYYBVgXLT5mzCHJskYKh3KzdJE5svMigjEPlLtD%2BBxbz4ejC3L9MjYibvDndq0GCQzESA4akQ6YEe2fISely5iJowhrjzisSdEARjP%2Fx2FU1bTZMKGdMH9tOXgmQJL%2Bm4K5hoeJC56I07K018928lrO0DJWKbdmOf8cthW%2FI2qOr0a4rcU71xMr%2BArl%2BoOfcyc2zAoj9YXyuS220aLxFfqrNJtqIGIFlcB%2BDN9zYKZ%2BqrFzXPUlkLQQNHYuZLeXcGUzU1PuNgbWuq%2BaxjnXhRw8RtTI2yXPYF6wTrJJbMPqGx2fa4FpfWeEH46e3A%2BJ%2BXDeirN1jESnO%2FDnrUPQjXk09RMUleg9D1WBQkST7jPEgh5wJ70J33nC4d1WMH3WlT4wx8KaCOyZZh62dEhSIv7uA2Thsa61wY8CR5WoxNLxdCNcX1isWX9QiwrNvsOxtgWFz5geKDKzTN9j1mfOzac3T%2Be10NnujfQ3BMRt%2BeHFQmbHS%2Byr1wdGFsEMuB8CdeA34dqcDnLQyz%2B8nAIkaZU0q19cISqtJyZRxz%2BQ%2BWBkeOnIL3qNgeP7d4oKIfpUaoNUdsZp5PGjCF58GBA39bovQwkvcS%2BKJsubX6wwCP3WUk6czpJ3EcSGxT%2FCAlpO%2FZDW8amO43xDCxHYekHJUVqWap4%2Blyvs6WtdnmmB61AZ8HLBF33dNrJ0RTCwM9SbzAwnllsMX%2FlpN1gg3TaSPtfEdyj7qZF5LHrY1wQ9iRPZ5qmglidTTgb9xMBW2LyyrwgNqDGaDEeXjtJAA7qmG2mb5WLbAG6TjaWohwEXjFg130H8zDe%2Bxl0W2hbXnzhz7Md7awHxC5XHI3SZfNSRWgcsd3KaxoRB6jXTPDaO59Uafz8F%2B9Pc8crCAJ%2F0e4%2Bnqrmcboxb000S658%2FsXwRFsqNTmSlf3NqaX4wNmOMj05ZTyfcTkA4d%2FyR9R%2Fr5BKpf0W0ugTLDlgIDA3o%2FkbdBwEa%2BqChavHzkS8jRlhmbkhjrrHtRfvvzqZYLuOOa1Wt8nJp7PSAk%3D#polycard_client=search-desktop&is_advertising=true&searchVariation=MLB65041664&backend_model=search-backend&search_layout=grid&position=25&type=pad&tracking_id=62c2dc02-3473-4d6b-b693-c1bbc5bc88ae&wid=MLB4510840013&sid=search,1,1,1k-2k,23.85
Moto G15 Dual Sim 4gb Ram 128gb Azul Marino,699,1099.0,4.8,Motorola,Frete grátis,36,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=8%2FuudBdnw1KiQpYs5djaYKUSN1JnFIj%2BT20BogRtA%2BSK3iRtljCpSYODA2mbddZ4StoucUAat1l47XqnYXChBMKg9BFWfuSOgGZdJH2KJPFOs1BaWRoHDgGlkFxSJmuuQJnh2Smx%2FNufu9oHo9zhgcHiQs5wR%2FNcaY8OCr92HgUS%2FXbQT%2FRdVZg0yuTFzAI18GFJ6WEV%2FIRhQLafBghbkB4OojjxvC5ZtNfUhHmYoYiAO%2FlidhuTax4jrh4iyiTuX7ydpGrQpRF40JfBnqPMuP280d0YvUADxPJyqVfGlEWqGTZKoJQQR2XtOGtX6agvWI%2FHig9SyPFVh3KyeX2OzBqXODIYrIowHDgZJ3YxA2fA8ADgJdrEOdugbFXRMABlBkCOs4PVRoNmz4IGCc0t4vcFyn1CM52HIecTQPNzcyIpbjxCS2QOMu0ibnToZegLA93DUv1EkTjMHJSgjgh9mXHBYXRvjbfrVCgTO6DJwFTj7IdasSqorjwbVprHt2l7QDOU4V%2FwEQXuZW6A%2F8HKLFzDwRzIcHzONJhQT6ovUWRjAYTn2m5P8J3lI5YldM2p4tBMap3MJlu5zxAUOR0GyR%2FR4%2BGovgt5nzVeGuInsG10QBl5KkzhqF5kXBDqatOEV4zKQLjOhTrdphiO9P9fyO%2Bje%2FEsktgUAGV%2BbfBVaIjDcp2eW1lKcV54tammPO5PGt21cFc6ki0MGZZG5wqD%2Bqf%2Fk8sEC1Vet0xtjcQdCvM%2BogqXRz%2Fl2QfSbZPxG7ZgBxoPnSFAm0MeC2a4QlTu8FAajq26gdB0IjLqtXz%2FJNcrcHp75bEndNkXpuPFKgs7oOKk0BFa2EpKk4DeuQYCK2kfWlfjSpPEmMEd2oQcyHGix6yiFSh93C3NAP51c4frZVJXq8k8X2x%2BQYg7rrulMEdT%2FPATHxV1L4TAgNZbGlOblg%3D%3D#polycard_client=search-desktop&is_advertising=true&searchVariation=MLB46056608&backend_model=search-backend&search_layout=grid&position=26&type=pad&tracking_id=62c2dc02-3473-4d6b-b693-c1bbc5bc88ae&wid=MLB3975530813&sid=search,1,1,500-1k,23.2
"Smartphone Motorola Signature 5g - 512gb 24gb (12gb Ram + 12gb Ram Boost), 3 Cameras 50mp Sony Lytia E Zoom 100x, Tela 1.5k Extreme Amoled 165hz - Preto",7649,8999.0,4.8,Motorola,Chegará grátis amanhã,15,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=pIFL%2FxJm77yzdEtdJh7iOdgP82%2BA%2BvXzL6UW67eP1CNzGJv0qopEZMak5IHF2yvI0lW02xjD8Bv5TVsu6lyw54J%2Fnxamlk3tRpkDKDcs8dB9x8zHjvMqKUnjrfExE6UXWA7fGMaSOPuSXgvBLi5b%2Bk0P4w11hFyx8YkXQJ4K6SPa2V2BLksk3FMjwH3d2xs%2F5FrATX9sR7KBC29BZ%2FEYeEZEnXDDt00seBDo2juDK7bBJGnvMWaPDT%2FsezO8DVljMso8ow4RtV8Q2e3%2FCIJ9%2B0D4Nqxjww9YoSfX%2Bkd7X83SiucMkBRfftrxQyrtUE8%2BzG7YbDxAbBGIqGlMNY5tTXhASXUcd%2B8sy7jSUfx7UkcYd9xECm1df1DIFLLCeNPGZCDaeDYm1pv1SkebEvJSpa9sST3FvE1rtStALKEtm7cNqzFxTsM1bOeVejMHH0lCGmJka19gsJn4z6yKQctIUMbkOSU9XZayq0y8TeW3pYTT0NJGSgygD0j4oQqY8JO%2B%2Ft29icW5fpSiy3fVYq66HBdsl2VgsH9g5sdPyMEWJ4tl2vvVtEjl6gokVumXrYOcnnENS0%2FNrZ%2ByCJOIXI4K7if%2ByavW3UT8XbiV2G8GsvPNzbF9df6QwA9SdtbxCyic0627XQ0Ej0rfzZEtIxpJD5u9ru8GN%2FRZ%2FXfRKa8xnhYPZdirqyHHg1rq7s5RRQId%2BvINFQoQ3gtsURAIFjuXO1TzfDj4F6MyEDwTYMD6bOjUwYntb44JaZk1h3%2B0vvxYW8ozNf3h69JjsIP1nRjqVqncxv0BJhasD6rHuNPjsICKNF5NKdJFT9S7bwpLgaabIXKjj7Jh0RRfUwF7g2YqhDCbCAelN1ri9KmYrfWbhLLZh2j%2BXt5ou%2BEatwQkQd4grlOazStQ8jT7ZpXYmLjkO8Riywgtrk6JIrB14Ka8WZ0EijQiMXDtWA9x2uWL6ArtHkY%2B6J68ti2gaJuxylSek1FZ7PlgxZJd2xtA2WBEiff40VDRYExa5VDCYMxT5QkkJd92pw8PBKRrKmaDK2AkIZcT8lMV3IhA5E4BNXl%2BeZdkNQfxDg%3D%3D#polycard_client=search-desktop&is_advertising=true&searchVariation=MLB65938141&backend_model=search-backend&search_layout=grid&position=27&type=pad&tracking_id=62c2dc02-3473-4d6b-b693-c1bbc5bc88ae&wid=MLB6373850588&sid=search,1,1,5k-10k,16.9
Smartphone Motorola Edge 60 Fusion 5g - 256gb 16gb (8gb Ram+8gb Ram Boost) 50mp Sony Ai Camera Ip68 Nfc - Rosa,1939,3299.0,4.9,Motorola,Chegará grátis amanhã,41,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=Gf1v8wdl4AkYvBvke9thRJuAGIL654eUqvtbFcsL7jFllWDQuKLB8wBBr%2Bv%2FWiRlnJRyZLrH%2BtriB77dn269FdsPgyCpzW8nDVm%2FLi8ocW8x9NY%2BrToE1LjKCSeaGw2OpHPlXxttgd2JWAhnhAouW36%2FP8kfPoCstQD6zf87CxOEunhsTZ1hp%2B2gHChSbdpwCYhnCwcD7ar%2FzwHwOfO%2FKkMMVTk251IvnOh5nKEm0I7tGFNi0MeHMl4pCKHdkNPhQq9NQy1oeYmLfW%2BfAxo2RLjJ9h29JOPTUZaHvUxhzmStipEoi%2FALkC%2B3%2Brppl8yYHL4QJLJRSPrhKVr%2BRsL5jvdM%2BNX0ftd9do3AU%2FsTdYjOVN7xF8tDwZrYQWgK5oXrrxvR1VwtPCxnad5n0INhRKng%2FObgCRjwLzQOVHfVbDb5Y0Kd6EjZY0DKIwocnmKyZ0au2yOLAKWEsQUih%2BdX5AiWv9qXxG1XbddkyJsAyfm93XzZT0bKHBWqrpK20zLbfvjWpL8GqY%2BgP7%2F8SzUGOHYsQHXhszAsGKCaSngMjucgdhkdX4471h3YhLtg%2Ff1vo5QpJDOzQfnvjaZJ%2B6ANzwLTj8BK8y9feiYjdATUHgvLuj6S3PExM7q3tAqu8mRqcSboYaz1v23gmExwcClC9U5UO5pKKcQOHlrggXorlg%2BfQqE0VFgGHzspijNjmIvgjfnEEmI9LnvpoZ18X32DamaXEKHQVjqkiRwiy%2F3DwNOMzD1bDbUspsARUuWPBFgNTcPF2Tvpdw7sgenJoaiobohWjtMSX8vDWe6Z9hqEtI2maZl1l4M%2BepcLYWD%2BcWGAGsJshSW2y90vmfIIiMfXgKf3YYdBp%2BtScjPJajNqvsbVq9Vu7Iit7bZawBPdwnFe9%2FvkoTtNLBVtn9u%2Fsuri5hJUvSap9%2FGLU5uYKWbsNQjPN17isJASo4Ae29yvEsZrdSB2zJ9SIqT0LCRzh3HUaDkL4NoFHmtHotMKl6WjZVzZRStnglE6Nl4upRcyp6Q%3D#polycard_client=search-desktop&is_advertising=true&searchVariation=MLB47251829&backend_model=search-backend&search_layout=grid&position=28&type=pad&tracking_id=62c2dc02-3473-4d6b-b693-c1bbc5bc88ae&wid=MLB4027318137&sid=search,1,1,1k-2k,24.75
Smartphone Motorola Moto G05 256gb 4gb Ram Camera 50mp Vermelho,699,1199.0,4.9,Motorola,Chegará grátis amanhã,42,https://www.mercadolivre.com.br/smartphone-motorola-moto-g05-256gb-4gb-ram-camera-50mp-vermelho/p/MLB58493174#polycard_client=search-desktop&search_layout=grid&position=29&type=product&tracking_id=62c2dc02-3473-4d6b-b693-c1bbc5bc88ae&wid=MLB5774641722&sid=search,1,1,500-1k,25.05
iPhone 16e (128 GB) - Preto - Distribuidor Autorizado,3699,5799.0,4.9,Apple,Chegará grátis amanhã,36,https://www.mercadolivre.com.br/iphone-16e-128-gb-preto-distribuidor-autorizado/p/MLB1046215784#polycard_client=search-desktop&search_layout=grid&position=30&type=product&tracking_id=62c2dc02-3473-4d6b-b693-c1bbc5bc88ae&wid=MLB3986439067&sid=search,1,1,2k-5k,23.25
Smartphone Motorola Edge 60 Neo 5G - 256GB 24GB (12GB RAM + 12GB Ram Boost) 50MP Sony Camera Moto AI e tela 1.5K Super HD - Latte,1799,3799.0,4.9,Motorola,Chegará grátis amanhã,53,https://www.mercadolivre.com.br/smartphone-motorola-edge-60-neo-5g-256gb-24gb-12gb-ram-12gb-ram-boost-50mp-sony-camera-moto-ai-e-tela-15k-super-hd-latte/p/MLB58684606#polycard_client=search-desktop&search_layout=grid&position=31&type=product&tracking_id=62c2dc02-3473-4d6b-b693-c1bbc5bc88ae&wid=MLB4265763257&sid=search,1,1,1k-2k,28.349999999999998
"Samsung Galaxy S25 5G, 256GB, 12GB, Câmera Tripla - Azul claro",3898,5999.0,4.9,Samsung,Chegará grátis amanhã,35,https://www.mercadolivre.com.br/samsung-galaxy-s25-5g-256gb-12gb-cmera-tripla-azul-claro/p/MLB45513356#polycard_client=search-desktop&search_layout=grid&position=32&type=product&tracking_id=62c2dc02-3473-4d6b-b693-c1bbc5bc88ae&wid=MLB5264376996&sid=search,1,1,2k-5k,22.95
"Smartphone Motorola Moto G86 5g - 256gb 24gb (8gb Ram+16gb Ram Boost) Tela 1.5k Poled, 50mp Sony Camera Ois Moto Ai, Videos Em 4k, Ip68 + Ip69 - Vermelho",1792,2399.0,4.9,Motorola,Chegará grátis amanhã,25,https://www.mercadolivre.com.br/smartphone-motorola-moto-g86-5g-256gb-24gb-8gb-ram16gb-ram-boost-tela-15k-poled-50mp-sony-camera-ois-moto-ai-videos-em-4k-ip68-ip69-vermelho/p/MLB51340616#polycard_client=search-desktop&search_layout=grid&position=33&type=product&tracking_id=62c2dc02-3473-4d6b-b693-c1bbc5bc88ae&wid=MLB5462013472&sid=search,1,1,1k-2k,19.95
"Smartphone Infinix Note 50X 5G 8GB RAM 256GB De Armazenamento Tela 6,78"" Polegadas HD+ 120HZ Câmera 50MP + Selfie 8MP Bateria 5200mah NFC, DTS Áudio - Cor Cinza",1349,2267.0,4.8,123 Comprou,Chegará grátis amanhã,40,https://www.mercadolivre.com.br/smartphone-infinix-note-50x-5g-8gb-ram-256gb-de-armazenamento-tela-678-polegadas-hd-120hz-cmera-50mp-selfie-8mp-bateria-5200mah-nfc-dts-audio-cor-cinza/p/MLB61656785#polycard_client=search-desktop&search_layout=grid&position=34&type=product&tracking_id=62c2dc02-3473-4d6b-b693-c1bbc5bc88ae&wid=MLB5957442486&sid=search,1,1,1k-2k,24.4
Smartphone Motorola Edge 60 5g - 512gb 24gb (12gb Ram+12gb Ram Boost) Tela Quad-curve Moto Ai 50mp Sony Camera Ultrarresistencia Militar Ip68 + Ip69 - Azul Marinho,2099,2799.0,4.9,Motorola,Não informado,25,https://www.mercadolivre.com.br/smartphone-motorola-edge-60-5g-512gb-24gb-12gb-ram12gb-ram-boost-tela-quad-curve-moto-ai-50mp-sony-camera-ultrarresistencia-militar-ip68-ip69-azul-marinho/p/MLB48930800#polycard_client=search-desktop&search_layout=grid&position=35&type=product&tracking_id=62c2dc02-3473-4d6b-b693-c1bbc5bc88ae&wid=MLB5363845340&sid=search,1,0,2k-5k,9.95
Smartphone Motorola Moto G35 5g 256gb 12gb Ram Boost Coral,945,2000.0,4.8,Desconhecida,Não informado,53,https://www.mercadolivre.com.br/smartphone-motorola-moto-g35-5g-256gb-12gb-ram-boost-coral/p/MLB63092926#polycard_client=search-desktop&search_layout=grid&position=36&type=product&tracking_id=62c2dc02-3473-4d6b-b693-c1bbc5bc88ae&wid=MLB6228408744&sid=search,1,0,500-1k,18.299999999999997
Smartphone Motorola Moto G56 5g - 256gb 16gb (8gb Ram+8gb Ram Boost) Camera 50mp Sony Lytia 600 Ultrarresistencia Militar e Ip68 + Ip69 - Cinza,1598,1999.0,4.9,Motorola,Chegará grátis amanhã,20,https://www.mercadolivre.com.br/smartphone-motorola-moto-g56-5g-256gb-16gb-8gb-ram8gb-ram-boost-camera-50mp-sony-lytia-600-ultrarresistencia-militar-e-ip68-ip69-cinza/p/MLB50301060#polycard_client=search-desktop&search_layout=grid&position=37&type=product&tracking_id=62c2dc02-3473-4d6b-b693-c1bbc5bc88ae&wid=MLB5402372302&sid=search,1,1,1k-2k,18.45
Apple iPhone 16 (256 GB) - Preto - Distribuidor Autorizado,5205,9538.0,4.9,Apple,Chegará grátis amanhã,45,https://www.mercadolivre.com.br/apple-iphone-16-256-gb-preto-distribuidor-autorizado/p/MLB1040287796#polycard_client=search-desktop&search_layout=grid&position=38&type=product&tracking_id=62c2dc02-3473-4d6b-b693-c1bbc5bc88ae&wid=MLB3931272075&sid=search,1,1,5k-10k,25.95
"Smartphone OPPO A6t 128gb, 12gb Ram (4gb + 8gb Virtual Ram), Bateria Gigante de 6500mAh, Processador Snapdragon, Tela 120Hz, AI Câmera, IP64 - Violeta",899,1299.0,4.9,Oppo,Chegará grátis amanhã,31,https://www.mercadolivre.com.br/smartphone-oppo-a6t-128gb-12gb-ram-4gb-8gb-virtual-ram-bateria-gigante-de-6500mah-processador-snapdragon-tela-120hz-ai-cmera-ip64-violeta/p/MLB66130734#polycard_client=search-desktop&search_layout=grid&position=39&type=product&tracking_id=62c2dc02-3473-4d6b-b693-c1bbc5bc88ae&wid=MLB4573343865&sid=search,1,1,500-1k,21.75
"Smartphone Xiaomi Redmi 15 8gb 256gb Tela 6,9 144hz, Bateria 7.000 Mah, 50 Mp Preto",1390,1390.0,4.8,Desconhecida,Chegará grátis amanhã,0,https://www.mercadolivre.com.br/smartphone-xiaomi-redmi-15-8gb-256gb-tela-69-144hz-bateria-7000-mah-50-mp-preto/p/MLB61511995#polycard_client=search-desktop&search_layout=grid&position=40&type=product&tracking_id=62c2dc02-3473-4d6b-b693-c1bbc5bc88ae&wid=MLB4390450235&sid=search,0,1,1k-2k,12.4
Celular Samsung Galaxy A56 5g 128gb 8gb Ram Rosa,1998,3299.0,4.9,Samsung,Chegará grátis amanhã,39,https://www.mercadolivre.com.br/celular-samsung-galaxy-a56-5g-128gb-8gb-ram-rosa/p/MLB47106876#polycard_client=search-desktop&search_layout=grid&position=41&type=product&tracking_id=62c2dc02-3473-4d6b-b693-c1bbc5bc88ae&wid=MLB4561879339&sid=search,1,1,1k-2k,24.15
Apple iPhone 15 (128 GB) - Azul - Distribuidor Autorizado,4499,7209.0,4.9,Apple,Chegará grátis amanhã,38,https://www.mercadolivre.com.br/apple-iphone-15-128-gb-azul-distribuidor-autorizado/p/MLB1027172667#polycard_client=search-desktop&search_layout=grid&position=42&type=product&tracking_id=62c2dc02-3473-4d6b-b693-c1bbc5bc88ae&wid=MLB4408547152&sid=search,1,1,2k-5k,23.85
iPhone 17 Pro 256GB - Azul-profundo - Distribuidor Autorizado,9899,11499.0,4.9,Apple,Chegará grátis amanhã,14,https://www.mercadolivre.com.br/iphone-17-pro-256gb-azul-profundo-distribuidor-autorizado/p/MLB1055308781#polycard_client=search-desktop&search_layout=grid&position=43&type=product&tracking_id=62c2dc02-3473-4d6b-b693-c1bbc5bc88ae&wid=MLB5687335472&sid=search,1,1,5k-10k,16.65
"Tcl Smartphone 605 4g, Octa Core, 128gb 12gb Ram (4+8), 6.7 Hd+ 90hz, Nfc, Dual Sim, 50mp",649,799.0,4.7,Mercado Livre,Chegará grátis amanhã,19,https://www.mercadolivre.com.br/tcl-smartphone-605-4g-octa-core-128gb-12gb-ram-48-67-hd-90hz-nfc-dual-sim-50mp/p/MLB53155051#polycard_client=search-desktop&search_layout=grid&position=44&type=product&tracking_id=62c2dc02-3473-4d6b-b693-c1bbc5bc88ae&wid=MLB6161225994&sid=search,1,1,500-1k,18.05
iPhone 17 256 GB - Sálvia - Distribuidor Autorizado,6297,7999.0,4.9,Apple,Chegará grátis amanhã,21,https://www.mercadolivre.com.br/iphone-17-256gb-salvia-distribuidor-autorizado/p/MLB1055308843#polycard_client=search-desktop&search_layout=grid&position=45&type=product&tracking_id=62c2dc02-3473-4d6b-b693-c1bbc5bc88ae&wid=MLB6545162768&sid=search,1,1,5k-10k,18.75
Apple iPhone 16 (128 GB) - Preto - Distribuidor Autorizado,4986,7799.0,4.9,Apple,Chegará grátis amanhã,36,https://www.mercadolivre.com.br/apple-iphone-16-128-gb-preto-distribuidor-autorizado/p/MLB1040287808#polycard_client=search-desktop&search_layout=grid&position=46&type=product&tracking_id=62c2dc02-3473-4d6b-b693-c1bbc5bc88ae&wid=MLB5120546360&sid=search,1,1,2k-5k,23.25
Smartphone Motorola Edge 60 Pro 5g - 512gb 24gb (12gb Ram+12gb Ram Boost) Tela Quad-curve Moto Ai 50mp Sony Camera Ultrarresistencia Militar Ip68 + Ip69 - Cinza,3059,5499.0,4.9,Motorola,Chegará grátis amanhã,44,https://www.mercadolivre.com.br/smartphone-motorola-edge-60-pro-5g-512gb-24gb-12gb-ram12gb-ram-boost-tela-quad-curve-moto-ai-50mp-sony-camera-ultrarresistencia-militar-ip68-ip69-cinza/p/MLB48998798#polycard_client=search-desktop&search_layout=grid&position=47&type=product&tracking_id=62c2dc02-3473-4d6b-b693-c1bbc5bc88ae&wid=MLB5389690592&sid=search,1,1,2k-5k,25.65
Apple iPhone 15 (256 GB) - Preto - Distribuidor Autorizado,4751,8095.0,4.9,Apple,Chegará grátis amanhã,41,https://www.mercadolivre.com.br/apple-iphone-15-256-gb-preto-distribuidor-autorizado/p/MLB1027172669#polycard_client=search-desktop&search_layout=grid&position=48&type=product&tracking_id=62c2dc02-3473-4d6b-b693-c1bbc5bc88ae&wid=MLB3621184765&sid=search,1,1,2k-5k,24.75
Smartphone Motorola Edge 60 Fusion 5g - 256gb 16gb (8gb Ram+8gb Ram Boost) 50mp Sony Ai Camera Ip68 Nfc - Rosa,1939,3299.0,4.9,Motorola,Chegará grátis amanhã,41,https://www.mercadolivre.com.br/smartphone-motorola-edge-60-fusion-5g-256gb-16gb-8gb-ram8gb-ram-boost-50mp-sony-ai-camera-ip68-nfc-rosa/p/MLB47251829#polycard_client=search-desktop&search_layout=grid&position=49&type=product&tracking_id=62c2dc02-3473-4d6b-b693-c1bbc5bc88ae&wid=MLB4027318137&sid=search,1,1,1k-2k,24.75
Smartphone Motorola Moto G15 256gb 12gb 4GB RAM 8GB RAM Boost Camera 50mp Verde,899,1499.0,4.8,Motorola,Chegará grátis amanhã,40,https://www.mercadolivre.com.br/smartphone-motorola-moto-g15-256gb-12gb-4gb-ram-8gb-ram-boost-camera-50mp-verde/p/MLB44665542#polycard_client=search-desktop&search_layout=grid&position=50&type=product&tracking_id=62c2dc02-3473-4d6b-b693-c1bbc5bc88ae&wid=MLB5237351728&sid=search,1,1,500-1k,24.4
iPhone 17 Pro 512GB - Azul-profundo - Distribuidor Autorizado,11699,12999.0,4.9,Apple,Chegará grátis amanhã,10,https://www.mercadolivre.com.br/iphone-17-pro-512gb-azul-profundo-distribuidor-autorizado/p/MLB1055308802#polycard_client=search-desktop&search_layout=grid&position=51&type=product&tracking_id=62c2dc02-3473-4d6b-b693-c1bbc5bc88ae&wid=MLB4200188179&sid=search,1,1,10k+,15.45
"Smartphone Motorola Signature 5g - 512gb 24gb (12gb Ram + 12gb Ram Boost), 3 Cameras 50mp Sony Lytia E Zoom 100x, Tela 1.5k Extreme Amoled 165hz - Preto",7649,8999.0,4.8,Motorola,Chegará grátis amanhã,15,https://www.mercadolivre.com.br/smartphone-motorola-signature-5g-512gb-24gb-12gb-ram-12gb-ram-boost-3-cameras-50mp-sony-lytia-e-zoom-100x-tela-15k-extreme-amoled-165hz-preto/p/MLB65938141#polycard_client=search-desktop&search_layout=grid&position=52&type=product&tracking_id=62c2dc02-3473-4d6b-b693-c1bbc5bc88ae&wid=MLB6373850588&sid=search,1,1,5k-10k,16.9
"Smartphone Motorola Moto G17 4g - 256gb 12gb (4gb Ram + 8gb Ram Boost) Camera 50mp Sony Lytia 600, Tela Fhd+ 60hz, Bateria 5200 Mah - Rosa",1078,1749.0,4.9,Motorola,Chegará grátis amanhã,38,https://www.mercadolivre.com.br/smartphone-motorola-moto-g17-4g-256gb-12gb-4gb-ram-8gb-ram-boost-camera-50mp-sony-lytia-600-tela-fhd-60hz-bateria-5200-mah-rosa/p/MLB65041664#polycard_client=search-desktop&search_layout=grid&position=53&type=product&tracking_id=62c2dc02-3473-4d6b-b693-c1bbc5bc88ae&wid=MLB4510840013&sid=search,1,1,1k-2k,23.85
Smartphone Oppo A6 Pro 256gb 8gb Ram 5g Ip69 Azul Espacial,2999,3199.0,4.9,Oppo,Chegará grátis amanhã,6,https://www.mercadolivre.com.br/smartphone-oppo-a6-pro-256gb-8gb-ram-5g-ip69-azul-espacial/p/MLB66177449#polycard_client=search-desktop&search_layout=grid&position=54&type=product&tracking_id=62c2dc02-3473-4d6b-b693-c1bbc5bc88ae&wid=MLB4536941689&sid=search,1,1,2k-5k,14.25
iPhone 17e 256GB Preto - Distribuidor Autorizado,5219,5799.0,4.9,Apple,Chegará grátis amanhã,10,https://www.mercadolivre.com.br/iphone-17e-256gb-preto-distribuidor-autorizado/p/MLB1066130044#polycard_client=search-desktop&search_layout=grid&position=55&type=product&tracking_id=62c2dc02-3473-4d6b-b693-c1bbc5bc88ae&wid=MLB6402322328&sid=search,1,1,5k-10k,15.45
Smartphone Samsung Galaxy A56 5g 6.7 Pol Octa-core 256gb 8gb,1998,3699.0,4.9,Samsung,Chegará grátis amanhã,46,https://www.mercadolivre.com.br/smartphone-samsung-galaxy-a56-5g-67-pol-octa-core-256gb-8gb/p/MLB65302568#polycard_client=search-desktop&search_layout=grid&position=56&type=product&tracking_id=62c2dc02-3473-4d6b-b693-c1bbc5bc88ae&wid=MLB4609819131&sid=search,1,1,1k-2k,26.25
"Smartphone Motorola Moto G17 4g - 128gb 12gb (4gb Ram + 8gb Ram Boost) Camera 50mp Sony Lytia 600, Tela Fhd+ 60hz, Bateria 5200 Mah - Azul",899,1299.0,4.9,Motorola,Chegará grátis amanhã,31,https://www.mercadolivre.com.br/smartphone-motorola-moto-g17-4g-128gb-12gb-4gb-ram-8gb-ram-boost-camera-50mp-sony-lytia-600-tela-fhd-60hz-bateria-5200-mah-azul/p/MLB65041642#polycard_client=search-desktop&search_layout=grid&position=57&type=product&tracking_id=62c2dc02-3473-4d6b-b693-c1bbc5bc88ae&wid=MLB6420215012&sid=search,1,1,500-1k,21.75
